id,source_language,target_language,source,target,domain
986,en,ht,Does your child have physical exercise?,Èske pitit ou fè egzèsis fizik?,healthcare
987,en,ht,Does your child go to playgrounds?,Èske pitit ou ale nan lakou al jwe?,healthcare
988,en,ht,Does your child ride a bicycle?,Èske pitit ou monte bisiklèt?,healthcare
989,en,ht,Does your child play sports?,Èske pitit ou pratike espò?,healthcare
990,en,ht,Does your child watch TV?,Èske pitit ou gade televizyon?,healthcare
991,en,ht,Does your child use electronic devices?,Èske pitit ou itilize aparèy elektwonik?,healthcare
992,en,ht,Does your child spend time outdoors?,Èske pitit ou pase tan deyò?,healthcare
993,en,ht,Does your child wash hands before eating?,Èske pitit ou lave men li anvan manje?,healthcare
994,en,ht,Does your child wash hands after toilet?,Èske pitit ou lave men li aprè twalèt?,healthcare
995,en,ht,Does your child brush teeth before bed?,Èske pitit ou bwose dan li anvanl dòmi?,healthcare
996,en,ht,Does your child wear clean clothes daily?,Èske pitit ou mete rad pwòp chak jou?,healthcare
997,en,ht,Does your child take showers regularly?,Èske pitit ou pran douch regilyèman?,healthcare
998,en,ht,Does your child use sunscreen?,Èske pitit ou sèvi ak pwotektè solèy?,healthcare
999,en,ht,Does your child have regular health checkups?,Èske pitit ou fè tchèk sante regilyèman?,healthcare
1000,en,ht,Does your child have routine dental visits?,Èske pitit ou ale wè dentis regilyèman?,healthcare
1001,en,ht,I need a doctor,Mwen bezwen yon doktè,healthcare 
