id,source_language,target_language,source,target,domain
1068,en,ht,Feedback is timely and specific.,Retwoalimantasyon alè ak presi.,education
1069,en,ht,Reflection deepens understanding.,Refleksyon apwofondi konpreyansyon.,education
1070,en,ht,Curriculum design prioritizes depth over speed.,Kourikoulòm la bay priyorite pwofondè sou vitès.,education
1071,en,ht,Family engagement strengthens instructional impact.,Angajman fanmi ranfòse enpak ansèyman.,education
1072,en,ht,Home support aligns with classroom goals.,Sipò lakay aliyen ak objektif klas.,education
1073,en,ht,Clear guidance supports home learning.,Gid klè sipòte aprantisaj lakay.,education
1074,en,ht,Learning routines can be reinforced at home.,Woutin aprantisaj ka ranfòse lakay.,education
1075,en,ht,Questions at home deepen understanding.,Kesyon lakay apwofondi konpreyansyon.,education
1076,en,ht,Encouragement supports student motivation.,Ankourajman sipòte motivasyon elèv.,education
1077,en,ht,Positive reinforcement builds confidence.,Ranforse pozitif bati konfyans.,education
1078,en,ht,Shared language supports consistency.,Langaj pataje sipòte konsistans.,education
1079,en,ht,Family-school alignment benefits students.,Aliyman fanmi-lekòl benefisye elèv.,education
1080,en,ht,Your involvement reinforces learning goals.,Patisipasyon ou ranfòse objektif aprantisaj.,education
1081,en,ht,Technology tools support instructional delivery.,Zouti teknoloji sipòte livrezon ansèyman.,education
1082,en,ht,Digital platforms extend classroom learning.,Platfòm dijital pwolonje aprantisaj klas.,education
1083,en,ht,Students are taught responsible technology use.,Elèv yo anseye itilizasyon teknoloji responsab.,education
1084,en,ht,Online assignments align with classroom instruction.,Devwa sou entènèt aliyen ak ansèyman klas.,education
1085,en,ht,Technical issues should be reported promptly.,Pwoblèm teknik dwe rapòte rapidman.,education
1086,en,ht,Digital access supports equity.,Aksè dijital sipòte ekite.,education
1087,en,ht,Screen time is balanced with offline learning.,Tan ekran balanse ak aprantisaj san ekran.,education
1088,en,ht,Clear expectations guide online behavior.,Atant klè gide konpòtman sou entènèt.,education
1089,en,ht,Families support safe digital practices.,Fanmi yo sipòte pratik dijital an sekirite.,education
1090,en,ht,Technology enhances but does not replace instruction.,Teknoloji amelyore men pa ranplase ansèyman.,education
1091,en,ht,Long-term goals guide instructional planning.,Objektif alontèm gide planifikasyon ansèyman.,education
1092,en,ht,Short-term objectives support measurable progress.,Objektif kout tèm sipòte pwogrè mezirab.,education
1093,en,ht,Instruction balances immediate needs and future goals.,Ansèyman balanse bezwen imedya ak objektif lavni.,education
1094,en,ht,Students track their own learning progress.,Elèv yo swiv pwòp pwogrè aprantisaj yo.,education
1095,en,ht,Goal-setting supports motivation.,Fikse objektif sipòte motivasyon.,education
1096,en,ht,Reflection informs goal adjustment.,Refleksyon enfòme ajisteman objektif.,education
1097,en,ht,Teachers guide students in planning strategies.,Pwofesè gide elèv yo nan estrateji planifikasyon.,education
1098,en,ht,Families may discuss goals at home.,Fanmi yo ka diskite objektif lakay.,education
1099,en,ht,Shared goals support accountability.,Objektif pataje sipòte responsabilite.,education
1100,en,ht,Progress toward goals is reviewed periodically.,Pwogrè sou objektif revize detanzantan.,education
1101,en,ht,Academic planning considers individual pathways.,Planifikasyon akademik konsidere chemen endividyèl.,education
1102,en,ht,Students develop responsibility for their learning.,Elèv yo devlope responsablite pou aprantisaj yo.,education
1103,en,ht,Instruction fosters independent thinking.,Ansèyman ankouraje panse endepandan.,education
1104,en,ht,Problem-solving skills are explicitly developed.,Konpetans rezoud pwoblèm devlope dirèkteman.,education
1105,en,ht,Students are encouraged to ask thoughtful questions.,Elèv yo ankouraje poze kesyon reflechi.,education
1106,en,ht,Discussion-based learning deepens understanding.,Aprantisaj pa diskisyon apwofondi konpreyansyon.,education
1107,en,ht,Evidence-based reasoning is emphasized.,Rezònman ki baze sou prèv mete an valè.,education
1108,en,ht,Students support claims with examples.,Elèv yo soutni agiman ak egzanp.,education
1109,en,ht,Instruction promotes analytical skills.,Ansèyman devlope konpetans analiz.,education
1110,en,ht,Critical thinking prepares students for future learning.,Panse kritik prepare elèv pou aprantisaj lavni.,education
1111,en,ht,Classroom culture supports academic risk-taking.,Kilti klas sipòte pran risk akademik.,education
1112,en,ht,Mistakes are treated as learning opportunities.,Erè trete kòm opòtinite aprantisaj.,education
1113,en,ht,Students are encouraged to persist through challenges.,Elèv yo ankouraje pèsiste atravè defi.,education
1114,en,ht,Teacher feedback guides improvement.,Retwoalimantasyon pwofesè gide amelyorasyon.,education
1115,en,ht,Peer collaboration supports deeper learning.,Kolaborasyon ant elèv sipòte aprantisaj pwofon.,education
1116,en,ht,Group work builds communication skills.,Travay an gwoup devlope konpetans kominikasyon.,education
1117,en,ht,Clear roles support effective collaboration.,Wòl klè sipòte kolaborasyon efikas.,education
1118,en,ht,Reflection follows collaborative tasks.,Refleksyon swiv travay kolaboratif.,education
1119,en,ht,Students learn from multiple perspectives.,Elèv yo aprann nan plizyè pèspektiv.,education
1120,en,ht,Collaboration prepares students for future environments.,Kolaborasyon prepare elèv pou anviwònman lavni.,education
1121,en,ht,Instructional pacing is adjusted thoughtfully.,Ritm ansèyman ajiste ak refleksyon.,education
1122,en,ht,Lessons allow time for processing information.,Leson yo bay tan pou trete enfòmasyon.,education
1123,en,ht,Complex concepts are revisited as needed.,Konsèp konplèks revize selon bezwen.,education
1124,en,ht,Spiral review reinforces long-term retention.,Revizyon espiral ranfòse retansyon alontèm.,education
1125,en,ht,Instruction balances review and new learning.,Ansèyman balanse revizyon ak nouvo aprantisaj.,education
1126,en,ht,Time is allocated intentionally.,Tan distribye entansyonèlman.,education
1127,en,ht,Instructional adjustments respond to student needs.,Ajisteman ansèyman reponn a bezwen elèv.,education
1128,en,ht,Flexible grouping supports differentiated instruction.,Gwoupman fleksib sipòte ansèyman diferansye.,education
1129,en,ht,Learning pathways may differ among students.,Chemen aprantisaj ka diferan ant elèv.,education
1130,en,ht,All students are held to high expectations.,Tout elèv kenbe ak atant wo.,education
1131,en,ht,Family conferences support shared understanding.,Konferans fanmi sipòte konpreyansyon pataje.,education
1132,en,ht,Meetings focus on student growth and needs.,Reyinyon konsantre sou pwogrè ak bezwen elèv.,education
1133,en,ht,Preparation ensures productive discussions.,Preparasyon asire diskisyon pwodiktif.,education
1134,en,ht,Questions are encouraged during conferences.,Kesyon ankouraje pandan konferans.,education
1135,en,ht,Action steps may be identified collaboratively.,Etap aksyon ka idantifye an kolaborasyon.,education
1136,en,ht,Follow-up ensures accountability.,Swivi asire responsabilite.,education
1137,en,ht,Documentation supports continuity.,Dokimantasyon sipòte kontinite.,education
1138,en,ht,Progress is reviewed after implementation.,Pwogrè revize apre aplikasyon.,education
1139,en,ht,Ongoing dialogue strengthens partnerships.,Dyalòg kontinyèl ranfòse patenarya.,education
1140,en,ht,Thank you for engaging in collaborative planning.,Mèsi paske w angaje nan planifikasyon kolaboratif.,education
1141,en,ht,School policies are designed to support equity.,Politik lekòl fèt pou sipòte ekite.,education
1142,en,ht,Policies are applied consistently.,Politik yo aplike konsistan.,education
1143,en,ht,Clear guidelines support transparency.,Gid klè sipòte transparans.,education
1144,en,ht,Families are informed of policy updates.,Fanmi yo enfòme sou mizajou politik.,education
1145,en,ht,Questions about policies are welcome.,Kesyon sou politik yo byenveni.,education
1146,en,ht,Policy implementation is reviewed regularly.,Aplikasyon politik revize regilyèman.,education
1147,en,ht,Feedback informs policy refinement.,Retwoalimantasyon enfòme rafinman politik.,education
1148,en,ht,Policies support safe learning environments.,Politik sipòte anviwònman aprantisaj an sekirite.,education
1149,en,ht,Consistency builds trust in school systems.,Konsistans bati konfyans nan sistèm lekòl.,education
1150,en,ht,Thank you for your understanding and cooperation.,Mèsi pou konpreyansyon ak koperasyon ou.,education
1151,en,ht,Instruction reflects culturally responsive practices.,Ansèyman reflete pratik ki respekte kilti.,education
1152,en,ht,Diverse perspectives are intentionally included.,Pèspektiv divès enkli entansyonèlman.,education
1153,en,ht,Students see themselves reflected in learning.,Elèv yo wè tèt yo reflete nan aprantisaj.,education
1154,en,ht,Inclusive practices support belonging.,Pratik enklizif sipòte sans apatenans.,education
1155,en,ht,Respect for identity is emphasized.,Respè pou idantite mete an valè.,education
1156,en,ht,Class discussions honor diverse experiences.,Diskisyon klas onore eksperyans divès.,education
1157,en,ht,Instruction promotes equity and access.,Ansèyman ankouraje ekite ak aksè.,education
1158,en,ht,Families’ cultures are valued.,Kilti fanmi yo apresye.,education
1159,en,ht,Community knowledge enriches learning.,Konesans kominote anrichi aprantisaj.,education
1160,en,ht,Culturally responsive teaching supports engagement.,Ansèyman ki respekte kilti sipòte angajman.,education
1161,en,ht,Transitions between grades are carefully planned.,Tranzisyon ant nivo yo planifye ak swen.,education
1162,en,ht,Students are prepared for increased expectations.,Elèv yo prepare pou atant ki ogmante.,education
1163,en,ht,Orientation activities support adjustment.,Aktivite oryantasyon sipòte adaptasyon.,education
1164,en,ht,Information is shared to reduce uncertainty.,Enfòmasyon pataje pou diminye ensètitid.,education
1165,en,ht,Students practice new routines gradually.,Elèv yo pratike nouvo woutin piti piti.,education
1166,en,ht,Support systems remain in place during transitions.,Sistèm sipò rete an plas pandan tranzisyon.,education
1167,en,ht,Families receive guidance during changes.,Fanmi yo resevwa gid pandan chanjman.,education
1168,en,ht,Communication supports smooth transitions.,Kominikasyon sipòte tranzisyon dous.,education
1169,en,ht,Questions are welcomed throughout the process.,Kesyon yo byenveni pandan pwosesis la.,education
1170,en,ht,Transitions are viewed as opportunities for growth.,Tranzisyon wè kòm opòtinite pou devlopman.,education
1171,en,ht,Long-term academic planning supports readiness.,Planifikasyon akademik alontèm sipòte preparasyon.,education
1172,en,ht,Skills are developed progressively across years.,Konpetans devlope pwogresivman atravè ane yo.,education
1173,en,ht,Foundational skills support advanced learning.,Konpetans fondamantal sipòte aprantisaj avanse.,education
1174,en,ht,Instruction builds toward future academic demands.,Ansèyman bati pou demand akademik lavni.,education
1175,en,ht,Students learn to manage increasing responsibility.,Elèv yo aprann jere responsablite ki ogmante.,education
1176,en,ht,Time-management skills are explicitly taught.,Konpetans jesyon tan anseye dirèkteman.,education
1177,en,ht,Organizational strategies support independence.,Estrateji òganizasyon sipòte endepandans.,education
1178,en,ht,Students reflect on learning strategies.,Elèv yo reflechi sou estrateji aprantisaj.,education
1179,en,ht,Self-assessment supports metacognition.,Oto-evalyasyon sipòte metakognisyon.,education
1180,en,ht,Preparation today supports success tomorrow.,Preparasyon jodi a sipòte siksè demen.,education
1181,en,ht,Communication remains ongoing and responsive.,Kominikasyon rete kontinyèl ak reyaktif.,education
1182,en,ht,Updates are shared as new information emerges.,Mizajou pataje lè nouvo enfòmasyon parèt.,education
1183,en,ht,Clarity and consistency guide messaging.,Klè ak konsistans gide mesaj yo.,education
1184,en,ht,Multiple channels support accessibility.,Plizyè chanèl sipòte aksè.,education
1185,en,ht,Families are encouraged to stay engaged.,Fanmi yo ankouraje rete angaje.,education
1186,en,ht,Two-way communication strengthens trust.,Kominikasyon de-sans ranfòse konfyans.,education
1187,en,ht,Feedback is reviewed thoughtfully.,Retwoalimantasyon revize ak refleksyon.,education
1188,en,ht,Communication practices are continuously improved.,Pratik kominikasyon amelyore kontinyèlman.,education
1189,en,ht,Transparency supports strong partnerships.,Transparans sipòte patenarya solid.,education
1190,en,ht,We appreciate your continued engagement.,Nou apresye angajman kontinyèl ou.,education
1191,en,ht,Student achievement reflects collective effort.,Reyalizasyon elèv reflete efò kolektif.,education
1192,en,ht,Success is built through sustained collaboration.,Siksè bati atravè kolaborasyon soutni.,education
1193,en,ht,Learning outcomes improve with alignment.,Rezilta aprantisaj amelyore ak aliyman.,education
1194,en,ht,Shared commitment supports excellence.,Angajman pataje sipòte ekselans.,education
1195,en,ht,We remain focused on continuous improvement.,Nou rete konsantre sou amelyorasyon kontinyèl.,education
1196,en,ht,Evidence guides instructional decisions.,Prèv gide desizyon ansèyman.,education
1197,en,ht,Reflection informs future planning.,Refleksyon enfòme planifikasyon lavni.,education
1198,en,ht,Adaptability supports evolving student needs.,Adaptabilite sipòte bezwen elèv k ap chanje.,education
1199,en,ht,Partnership is essential to sustained success.,Patenarya esansyèl pou siksè dirab.,education
1200,en,ht,Thank you for your continued collaboration and trust.,Mèsi pou kolaborasyon ak konfyans kontinyèl ou.,education
